PLAY #,GOOD EXAMPLE / TEACH TAPE,DN,DIST,YARD LN,HASH,GN/LS,R/P,HASH (SLU),O PERS,FORMATION FAMILY,FORMATION,OFF FORM,BACKFIELD,FIB,FORM ADJ,MOTION,FORMATION TAG,OFF PLAY,RUN TYPE,PASS CONCEPT,PASS TYPE,PROTECTION,PLAY RESULT,CARRIER/TARGET,PLAY DIR,TEAM,DC COMMENT,DL COACH COMMENT,LB COACH COMMENT,CB COACH COMMENT,SAF COACH COMMENT,DB COACH COMMENT,PERSONNEL
107,,2,10,44,R,0,P,R,,,,,WEAK,,,,,,,,,,"PASS, INC",,,SLU,,,,,,,11
108,,3,10,44,R,0,P,R,,TOP,,TOP,WEAK,,,,OFF,,,,,CALL,"PASS, INC",,,SLU,,,,,,,11
109,,4,10,44,R,0,P,R,,SPRINT,,SPRINT,WEAK,,,,OFF,,,,,CUP LT,"PASS, SCRAMBLE",,,,,,,,,,11
118,,0,10,-25,M,7,R,M,,SPILL,,TRIGGER,STRONG,,,H TRADE,,,,,,,RUSH,,,SLU,,,,,,,BEEF
119,,2,3,-32,M,4,R,RM,,SPILL,,TRIGGER,STRONG,,,H TRADE,,,,,,,RUSH,,,SLU,,,,,,,BEEF
120,,1,10,-36,R,1,R,L,,TOP,,TOP,,,,,OFF,,,,,,RUSH,,,SLU,,,,,,,11
121,,2,9,-37,R,15,P,L,,TOP,,TOP,WEAK,,,,OFF,,,,,CHARGER LT,"PASS, COMP",,,SLU,,,,,,,11
122,,1,10,48,L,-1,R,R,,,,,,,,,,,,,,,RUSH,,,SLU,,,,,,,11
123,,2,11,49,M,8,P,M,,TOP,,TOP,WEAK,,,,H OFF,,,,,TEMP,"PASS, SCRAMBLE",,,SLU,,,,,,,11
124,,3,3,41,R,0,P,R,,SPRINT,,SPRINT,WEAK,,,,,,,,,TEMP,"PASS, INC",,,SLU,,,,,,,11
125,,4,3,41,R,0,P,R,,SPRINT,,SPRINT,STRONG,,,,OFF,,,,,TEMP,"PASS, INC",,,,,,,,,,11
132,,0,10,-3,R,2,R,R,,SPILL,,TRIGGER,STRONG,,,H TRADE,,,,,,,RUSH,,,SLU,,,,,,,BEEF
133,,2,8,-5,R,-2,R,RM,,SPILL,,TRIGGER,STRONG,,,H TRADE,,,,,,,PENALTY NP,,,SLU,,,,,,,BEEF
134,,2,10,-3,R,-1,R,R,,SPILL,,TRIGGER,STRONG,,,H TRADE,,,,,,,PENALTY NP,,,SLU,,,,,,,BEEF
135,,2,11,-2,R,0,R,R,,,,,,,,,,,,,,,"RUSH, FUMBLE, TOUCHDOWN",,,,,,,,,,11
138,,0,10,-25,L,0,P,L,,TOP,,TOP,STRONG,,,,OPEN,,,,,SAN DIEGO RT,"PASS, COMP",,,SLU,,,,,,,11
139,,2,10,-25,R,10,R,R,,TOP,,TOP,WEAK,,,Z OUT,STR SNUG,,,,,,RUSH,,,SLU,,,,,,,11
140,,1,10,-35,L,2,R,L,,,,,,,,,,,,,,,RUSH,,,SLU,,,,,,,11
141,,2,8,-37,L,6,P,L,,TOP,,TOP,WEAK,,,Y OUT,OFF,,,,,TEMP,"PASS, COMP",,,SLU,,,,,,,11
142,,3,2,-43,L,7,P,L,,SPRINT,,SPRINT,WEAK,,,,OFF,,,,,BOLT RT,"PASS, COMP",,,SLU,,,,,,,11
143,,1,10,50,R,0,P,R,,,,,WEAK,,,,,,,,,CUP LT,"PASS, INT",,,,,,,,,,11
