PLAY #,GOOD EXAMPLE / TEACH TAPE,DN,DIST,YARD LN,HASH,GN/LS,R/P,HASH (SLU),O PERS,FORMATION FAMILY,FORMATION,OFF FORM,BACKFIELD,FIB,FORM ADJ,MOTION,FORMATION TAG,OFF PLAY,RUN TYPE,PASS CONCEPT,PASS TYPE,PROTECTION,PLAY RESULT,CARRIER/TARGET,PLAY DIR,TEAM,DC COMMENT,DL COACH COMMENT,LB COACH COMMENT,CB COACH COMMENT,SAF COACH COMMENT,DB COACH COMMENT,PERSONNEL
132,,2,18,-27,R,11,P,R,,TOP,,TOP,WEAK,,,,,,,,,CALL,"PASS, COMP, PENALTY",,,SLU,,,,,,,11
134,,2,13,-32,R,0,P,R,,SPRINT,,SPRINT,WEAK,,,,STR SNUG,,,,,,"PASS, INC",,,SLU,,,,,,,11
135,,3,13,-32,R,-5,P,R,,TEX,,TYE,STRONG,,,,,,,,,CUP RT,"PASS, INC",,,SLU,,,,,,,11
136,,4,18,-27,R,-3,P,R,,,,,,,,,,,,,,,SACK,,,SLU,,,,,,,11
138,,0,10,-17,L,12,P,L,,TEX,,TEX,STRONG,,,,,,,,,CUP RT,"PASS, COMP",,,SLU,,,,,,,11
139,,1,10,-29,L,7,P,L,,,,,WEAK,,,,,,,,,,"PASS, COMP",,,SLU,,,,,,,11
140,,2,3,-36,L,0,P,L,,TOP,,TOP,,,,,OFF,,,,,CHARGER RT,"PASS, INC",,,SLU,,,,,,,11
141,,3,3,-36,L,7,P,L,,SPRINT,,SPRINT,WEAK,,,,,,,,,TEMP,"PASS, COMP",,,SLU,,,,,,,11
142,,1,10,-43,L,10,P,L,,TOP,,TOP,WEAK,,,,,,,,,CALL,SCRAMBLE,,,SLU,,,,,,,11
143,,1,10,47,R,7,P,R,,SWEAT,,SWEAT,WEAK,,,Z IN,WK STACK,,,,,CUP RT,"PASS, COMP",,,SLU,,,,,,,11
144,,2,3,40,R,13,P,R,,SPRINT,,SPRINT,WEAK,,,,OFF,,,,,CHARGER RT,"PASS, COMP",,,SLU,,,,,,,11
145,,1,10,27,L,12,P,L,,SPRINT,,SPRINT,STRONG,,,,,,,,,TEMP,"PASS, COMP",,,SLU,,,,,,,11
146,,1,10,15,R,-12,P,R,,SPREAD,,SPREAD,WEAK,,,,,,,,,CUP RT,SACK,,,SLU,,,,,,,11
147,,2,22,27,R,0,P,R,,TRIPS,,TRIPS,WEAK,,,Y SOAR,,,,,,CUP RT,"PASS, INC",,,SLU,,,,,,,11
148,,3,22,27,R,4,P,R,,TOP,,TOP,STRONG,,,,,,,,,CUP RT,"PASS, COMP",,,SLU,,,,,,,11
149,,4,18,23,L,0,P,L,,,,,STRONG,,,,,,,,,,"PASS, INC",,,,,,,,,,11
