PLAY #,GOOD EXAMPLE / TEACH TAPE,DN,DIST,YARD LN,HASH,GN/LS,R/P,HASH (SLU),O PERS,FORMATION FAMILY,FORMATION,OFF FORM,BACKFIELD,FIB,FORM ADJ,MOTION,FORMATION TAG,OFF PLAY,RUN TYPE,PASS CONCEPT,PASS TYPE,PROTECTION,PLAY RESULT,CARRIER/TARGET,PLAY DIR,TEAM,DC COMMENT,DL COACH COMMENT,LB COACH COMMENT,CB COACH COMMENT,SAF COACH COMMENT,DB COACH COMMENT,PERSONNEL
41,,0,15,-19,R,17,P,,,,,SPRINT,GUN,,,X SOAR,,,,,,TEMP,SCRAMBLE,,,SLU,,,,,,,11
42,,1,10,-36,R,9,P,,,,,TOP,GUN,,,,DOWN,,,,,SOLID,"PASS , COMP",,,SLU,,,,,,,11
43,,2,1,-45,R,2,R,,,,,TUB,GUN,,,,,,,,,,GAIN,,,SLU,,,,,,,12
44,,1,10,-47,R,16,P,,,,,SUPER SPREAD,GUN,,,,DOWN,,,,,SOLID 6 LT WILL X SA,"PASS , COMP , PENALTY",,,SLU,,,,,,,10
45,,1,20,-37,R,2,R,,,,,SWEAT,GUN,,,,WK WIDE / DOWN,,,,,,GAIN,,,SLU,,,,,,,11
46,,2,18,-39,R,0,P,,,,,SUPER SPREAD,GUN,,,,DOWN,,,,,CUP,"PASS , INC",,,SLU,,,,,,,10
47,,3,18,-39,R,6,R,,,,,SWEAT,GUN,,,X SOAR,WK WIDE,,,,,,GAIN,,,SLU,,,,,,,11
55,,0,10,-25,L,0,P,,,,,TEX,GUN,,,,DOWN,,,,,CHARGER RT,THROW AWAY,,,SLU,,,,,,,11
56,,2,10,-25,L,0,P,,,,,SWEAT,GUN,,,,UP,,,,,SOLID 7 RT,"PASS , INC",,,SLU,,,,,,,11
57,,3,10,-25,L,11,P,,,,,TOP,GUN,,,H OUT,STR PILE / DOWN,,,,,SOLID 7 RT,"PASS , COMP",,,SLU,,,,,,,11
58,,1,10,-36,R,0,P,,,,,TOP,GUN,,,,STR PILE / UP,,,,,,"PASS , INC",,,SLU,,,,,,,11
59,,2,10,-36,R,11,R,,,,,SWEAT,GUN,,,,WK WIDE / UP,,,,,,GAIN,,,SLU,,,,,,,11
60,,1,10,-47,R,0,R,,,,,TUB,GUN,,,,UP,,,,,,GAIN,,,SLU,,,,,,,12
61,,2,10,-47,L,9,P,,,,,SUPER SPREAD,GUN,,,,DOWN,,,,,SOLID 6 RT WILL,"PASS , COMP",,,SLU,,,,,,,10
62,,3,1,44,R,-1,R,,,,,TOP,GUN,,,,STR PILE / UP,,,,,,LOSS,,,SLU,,,,,,,11
64,,4,2,45,R,4,R,,,,,SUPER SPREAD,GUN,,,,,,,,,,GAIN,,,SLU,,,,,,,10
65,,1,10,41,R,0,P,,,,,TEX,GUN,,,,UP,,,,,SUPER TEMP HOT,"PASS , INC",,,SLU,,,,,,,11
66,,2,10,41,R,0,P,,,,,TEX,GUN,,,,WIDE / UP,,,,,CHARGER LT,THROW AWAY,,,SLU,,,,,,,11
67,,3,10,41,R,8,P,,,,,SUPER SPREAD,GUN,,,,DOWN,,,,,SOLID 6 LT WILL,"PASS , COMP",,,SLU,,,,,,,10
68,,4,2,33,R,16,P,,,,,SWEAT,GUN,,,X SOAR,WK MID,,,,,CHARGER LT,SCRAMBLE,,,SLU,,,,,,,11
69,,1,10,17,R,2,P,,,,,TEX,GUN,,,,WIDE,,,,,,"PASS , COMP",,,SLU,,,,,,,11
70,,2,8,15,L,7,P,,,,,SPRINT,GUN,,,X FLIGHT,WK SNUG,,,,,SOLID 6 RT WAX,"PASS , COMP",,,SLU,,,,,,,11
71,,2,18,25,L,-1,P,,,,,TUB,GUN,,,,UP,,,,,,LOSS,,,SLU,,,,,,,12
72,,3,19,26,R,5,P,,,,,SPRINT,GUN,,,X RETURN,,,,,,TEMP,SCRAMBLE,,,SLU,,,,,,,11
73,,4,14,21,R,0,P,,,,,SUPER SPREAD,GUN,,,,DOWN,,,,,SOLID 6 LT WILL,"PASS , INC",,,SLU,,,,,,,10
83,,0,10,,R,,,,,,,,,,,,,,,,,,QB KNEEL,,,SLU,,,,,,,
99,,0,10,-27,L,-2,R,,,,,TOP,GUN,,,,STR PILE / UP,,,,,,LOSS,,,SLU,,,,,,,11
100,,2,12,-25,L,9,P,,,,,TEX,GUN,,,,UP,,,,,SOLID,"PASS , COMP",,,SLU,,,,,,,11
101,,3,3,-34,L,0,P,,,,,TEX,GUN,,,,WIDE,,,,,,"PASS , INC",,,SLU,,,,,,,11
105,,0,10,-37,L,0,P,,,,,TOP,GUN,,,H OUT,STR PILE / DOWN,,,,,SOLID 6 RT ST,"PASS , INC",,,SLU,,,,,,,11
106,,2,10,-37,L,0,P,,,,,TOP,GUN,,,Y SOAR,OFF / STR PILE,,,,,,"PASS , INC",,,SLU,,,,,,,11
107,,3,10,-37,L,-8,P,,,,,TEX,GUN,,,,WIDE / UP,,,,,CHARGER RT,SACK,,,SLU,,,,,,,11
119,,0,10,-34,L,5,P,,,,,SUPER SPREAD,GUN,,,,,,,,,TEMP,"PASS , COMP",,,SLU,,,,,,,10
120,,2,5,-39,L,4,R,,,,,SWEAT,GUN,,,X SOAR,WK WIDE,,,,,,GAIN,,,SLU,,,,,,,11
121,,3,1,-43,L,0,P,,,,,SUPER SPREAD,GUN,,,,,,,,,TEMP,"PASS , INC",,,SLU,,,,,,,10
122,,4,1,-43,L,2,R,,,,,TEX,GUN,,,,WIDE,,,,,,GAIN,,,SLU,,,,,,,11
123,,1,10,-45,R,11,P,,,,,TOP,GUN,,,,,,,,,SOLID,"PASS , COMP",,,SLU,,,,,,,11
124,,1,10,44,R,4,R,,,,,TUB,GUN,,,,Z,,,,,,GAIN,,,SLU,,,,,,,12
125,,2,6,40,R,0,P,,,,,TOP,GUN,,,Y SOAR,OFF / STR PILE,,,,,,"PASS , INC",,,SLU,,,,,,,11
126,,3,6,40,R,0,P,,,,,SPRINT,GUN,,,X RETURN,,,,,,TEMP,"PASS , INT",,,SLU,,,,,,,11
135,,1,10,-31,R,4,P,,,,,SUPER SPREAD,GUN,,,,,,,,,,"PASS , COMP",,,SLU,,,,,,,10
136,,2,6,-35,L,12,R,,,,,SUPER SPREAD,GUN,,,,DOWN,,,,,SOLID 6 RT WILL,SCRAMBLE,,,SLU,,,,,,,10
137,,1,10,-47,L,-3,R,,,,,TEX,GUN,,,,UP,,,,,,LOSS,,,SLU,,,,,,,11
138,,2,13,-44,L,8,P,,,,,TOP,GUN,,,,DOWN,,,,,SOLID,"PASS , COMP",,,SLU,,,,,,,11
139,,3,5,48,L,9,P,,,,,TOP,GUN,,,H OUT,STR PILE / WK MID / UP,,,,,RUN RT,"PASS , COMP",,,SLU,,,,,,,11
140,,1,10,39,R,4,R,,,,,TEX,GUN,,,,WIDE,,,,,,GAIN,,,SLU,,,,,,,11
141,,2,6,35,R,-5,,,,,,,,,,,,,,,,,PENALTY,,,SLU,,,,,,,
142,,2,11,40,R,0,P,,,,,SUPER SPREAD,GUN,,,,,,,,,TEMP,FUMBLE,,,SLU,,,,,,,10
147,,0,10,-19,L,7,P,,,,,TEX,GUN,,,,UP,,,,,SOLID,"PASS , COMP",,,SLU,,,,,,,11
148,,2,3,-26,R,4,P,,,,,SUPER SPREAD,GUN,,,,,,,,,,"PASS , COMP",,,SLU,,,,,,,10
149,,1,10,-15,L,4,P,,,,,SUPER SPREAD,GUN,,,,DOWN,,,,,SOLID 6 RT WILL,"PASS , INC",,,SLU,,,,,,,10
150,,2,10,-15,L,4,P,,,,,SWEAT,GUN,,,,UP,,,,,SOLID 7 RT,SCRAMBLE,,,SLU,,,,,,,11
151,,3,6,-19,L,0,P,,,,,TOP,GUN,,,,DOWN,,,,,SOLID,"PASS , INC",,,SLU,,,,,,,11
